Material,Test File,O2,Particulate,Particulate Size (um),Substrate,Input Velocity (m/s),Output Velocity (m/s),Coefficient of Restitution,Test Temperature Actual (F),Nominal Gas Velocity (ft/s),Flash,Ignition 
Ti-Ni med,95417.pps,0,Ti,95,Ni,134.1178221,27.18239103,0.202675458,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,224.2343126,31.21924208,0.139225981,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,209.8080767,34.40742181,0.163994744,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,231.4879953,33.78350439,0.145940632,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,222.4456042,30.95160997,0.139142376,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,193.4853178,31.57902508,0.16321148,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,200.7506146,35.53171113,0.176994283,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,226.0813349,32.75133161,0.144865261,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,238.005891,31.583786,0.132701699,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,190.2893582,35.52972365,0.186714191,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,227.8710279,34.54683255,0.151606954,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,150.0993518,31.58164923,0.210404967,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,220.657596,34.35700872,0.155702814,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,148.0805513,33.34705869,0.225195398,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,206.1499834,36.34609542,0.17630899,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,222.4346851,38.01534604,0.170905657,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,189.9474946,27.18463579,0.14311658,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,235.1028662,32.74861027,0.139294815,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,211.637693,34.54901984,0.163246062,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,191.753374,37.7581167,0.196909791,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,215.2317549,28.98975085,0.134690863,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,209.7768988,32.75142486,0.156125031,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,209.7768988,30.74425794,0.146556928,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,229.670118,29.16067949,0.126967669,80.4,933,0,0
Ti-Ni med,95417.pps,0,Ti,95,Ni,215.1910829,32.59851697,0.151486375,80.4,933,0,0
Ti med ,95418.pps,0,Ti,95,S,39.8422959,19.98203581,0.501528222,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,39.96744987,23.58689102,0.590152514,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,38.03540153,21.78757234,0.572823513,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,48.87704143,25.39066599,0.51948042,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,45.22614042,23.51937843,0.520039477,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,45.26607145,27.1370949,0.599501879,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,32.76610929,18.18300071,0.554933164,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,45.37062989,25.39276086,0.559673977,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,52.49214251,25.39063592,0.483703555,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,45.22402991,21.78393411,0.481689362,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,48.87493237,23.58689102,0.482596903,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,52.49651177,27.19943403,0.518118883,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,47.34480342,23.79608405,0.502612374,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,47.17169393,25.39276086,0.538305046,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,36.89699273,21.7857706,0.590448408,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,43.5694378,25.39276086,0.582811304,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,50.68876623,25.32613211,0.49963994,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,45.26605458,21.70871624,0.479580481,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,32.61116054,19.98369627,0.612787032,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,36.22568235,19.90166196,0.549379906,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,48.87704925,25.32613211,0.518160006,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,47.07353972,23.51742418,0.499589033,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,39.83899495,21.78577936,0.546845607,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,50.65647333,25.32823666,0.5,80,144,0,0
Ti med ,95418.pps,0,Ti,95,S,39.80121323,19.90166196,0.500026515,80,144,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,135.4687261,31.85249115,0.235128004,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,135.4686877,30.10564209,0.222233216,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,146.020085,28.19669082,0.193101455,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,142.4821874,28.6322127,0.200952928,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,109.0416618,26.44215439,0.242495886,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,130.2072228,28.35609409,0.21777666,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,117.8459531,28.6322127,0.242963054,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,132.0124215,32.09434322,0.243116086,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,138.9524041,32.85908197,0.236477247,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,137.284645,30.10371861,0.219279575,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,131.9648138,31.70907765,0.240284336,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,123.3153922,32.09434322,0.260262265,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,128.7023273,35.8784278,0.278770622,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,107.5229468,26.61707671,0.247547872,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,103.8249822,26.43995729,0.254658915,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,110.8157878,29.95128767,0.270279969,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,130.194294,31.70647802,0.243532009,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,131.9538263,29.9491808,0.226967127,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,96.79712,26.44209824,0.273170299,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,138.9549277,34.55634409,0.248687432,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,119.9270407,32.42990154,0.270413589,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,123.162675,30.10829174,0.244459547,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,121.4053529,29.90209407,0.246299635,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,133.7133808,32.42990154,0.242532956,79.5,453,0,0
Ti-Ni med,95419.pps,0,Ti,95,Ni,100.3109673,26.61707671,0.265345629,79.5,453,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,45.86734616,17.67460394,0.385341761,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,54.6341874,16.21632109,0.296816368,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,52.87990054,19.34866212,0.365898232,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,42.24684219,17.93666764,0.424568245,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,42.24684219,14.50500449,0.343339377,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,47.52300464,15.82883257,0.333077268,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,35.35132892,14.18025913,0.401123793,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,47.77872507,15.02750369,0.314522911,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,40.79820236,14.18025913,0.347570685,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,36.97576072,12.31061072,0.332937321,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,42.21022019,15.83014791,0.375031162,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,51.12375256,20.05361861,0.39225639,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,28.13944329,12.43893086,0.442046089,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,38.85156581,14.18143748,0.365015854,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,54.54919552,19.4284386,0.356163614,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,39.05218514,13.3936642,0.342968368,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,31.70911277,14.06983547,0.443715836,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,54.55025703,17.58961609,0.322447905,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,15.82883257,7.034917733,0.444436929,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,47.78269539,17.93521866,0.375349664,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,42.2503616,10.69813754,0.253208189,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,42.36003794,14.18086123,0.334769795,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,44.01075697,16.21632109,0.368462672,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,38.69732425,14.18025913,0.366440301,78,144,0,0
Ti-Ni med,95421.pps,0,Ti,95,Ni,40.60818971,14.0707769,0.346500964,78,144,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,181.1877628,29.9512505,0.165305041,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,188.2364207,33.41849759,0.177534706,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,211.1170441,33.8297133,0.160241507,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,169.0154385,35.57235453,0.210468078,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,202.2663526,33.4620469,0.165435558,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,177.6828586,28.62745494,0.161115457,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,198.8105167,35.35426654,0.177828956,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,225.1472476,35.87341807,0.159333141,81.9,933,0,0
Ti-Ni med,95422.pps,0,Ti,95,Ni,195.2935564,33.37010909,0.170871532,81.9,933,0,0
